FID	OBJECTID	ADD_ID_HC	ANUMBER	ANUMBERSUF	ST_PRE_MOD	ST_PRE_DIR	ST_PRE_TYP	ST_NAME	ST_POS_TYP	ST_POS_DIR	ST_POS_MOD	SUB_AD_TYP	SUB_AD_ID	CONCAT_AD	MUNI_NAME	ZIP	ZIP4	LANDMARK_1	LANDMARK_2	FLR_LVL	ADD_TYPE	LONGITUDE	LATITUDE	PID	GlobalID
414	52462	292995	124	 	 	 	 	3rd	Street	North	 	 	 	124 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27187922	44.98271238	2202924410088	{804F8F28-C933-4D6B-926B-F50A5C526751}
624	78931	8384	116	 	 	 	 	3rd	Street	North	 	 	 	116 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27187922	44.98271238	2202924410088	{0968372E-E737-4FD2-90A4-BF1B79D639DB}
763	99137	3840	120	 	 	 	 	3rd	Street	North	 	 	 	120 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27187922	44.98271238	2202924410088	{094E10C0-D279-45DF-9DE1-056924445D76}
1979	246757	293668	126	 	 	 	 	3rd	Street	North	 	 	 	126 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27187922	44.98271238	2202924410088	{EDCE3121-F4FE-48D7-BE1C-329E760B5C37}
3075	378095	392550	114	 	 	 	 	3rd	Street	North	 	 	 	114 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27187922	44.98271238	2202924410088	{BC8C5192-3CB9-4CC5-9667-B9BCED856E86}
3161	386848	292857	128	 	 	 	 	3rd	Street	North	 	 	 	128 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27187922	44.98271238	2202924410088	{A5169AE8-CC9E-4E88-A379-7F567AD05379}
3485	427729	3314	118	 	 	 	 	3rd	Street	North	 	 	 	118 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27187922	44.98271238	2202924410088	{208A1F45-1642-40F2-ABD8-F324B63EA66E}
3136	384335	261296	24	 	 	 	 	3rd	Street	North	 	 	 	24 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27075268	44.98220802	2202924410090	{212E6BA6-A87E-4938-91A0-E8F5ABEE4717}
1133	146781	393944	330	 	 	 	 	1st	Avenue	North	 	 	 	330 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.2727437	44.98180223	2202924410098	{DB689878-5EE9-4400-BC8E-C18DF5831834}
331	42491	30444	24	 	 	 	 	4th	Street	North	 	 	 	24 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.2721438	44.9812003	2202924410105	{8FFE695F-A4FD-403A-B959-C4F502025BEE}
565	72655	417129	20	 	 	 	 	4th	Street	North	 	 	 	20 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.2721438	44.9812003	2202924410105	{2A1E26CB-CCAF-42CB-A117-48EA0B3D42DE}
1140	147377	39333	28	 	 	 	 	4th	Street	North	 	 	 	28 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.2721438	44.9812003	2202924410105	{9C874CCF-2DEA-496D-B453-ACDD9AAF6EDF}
2384	295929	58776	26	 	 	 	 	4th	Street	North	 	 	 	26 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.2721438	44.9812003	2202924410105	{CC4A9FE4-032A-4DAF-AA42-D854D9194C4F}
3478	427186	324	22	 	 	 	 	4th	Street	North	 	 	 	22 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.2721438	44.9812003	2202924410105	{63D303C7-A243-4F6B-A330-2DEFE5672D86}
1209	156210	397847	311	 	 	 	 	1st	Avenue	North	 	 	101	311 1st Avenue North 101	Minneapolis	55401	 	 	 	0	Centroid	-93.2717	44.9815	2202924410108	{C382F7FF-CBAD-41A2-923F-A04B5C0CDDB3}
582	74112	309832	311	 	 	 	 	1st	Avenue	North	 	 	201	311 1st Avenue North 201	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410109	{0866CF64-F5DA-4B0B-A8B6-E3A55409954B}
3880	473752	361070	311	 	 	 	 	1st	Avenue	North	 	 	301	311 1st Avenue North 301	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410110	{11CDC4CA-11E1-437A-94C7-42019ADC5119}
1801	227646	299739	311	 	 	 	 	1st	Avenue	North	 	 	302	311 1st Avenue North 302	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410111	{DC00D004-9E2C-4AFD-89B5-C71341702931}
3812	466442	304818	311	 	 	 	 	1st	Avenue	North	 	 	304	311 1st Avenue North 304	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410112	{624950BD-443E-4B10-84F0-128646FBEEB8}
2580	318506	306465	311	 	 	 	 	1st	Avenue	North	 	 	305	311 1st Avenue North 305	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410113	{38DE77D9-28EF-488C-A2E6-C182461A0F30}
3681	451296	311237	311	 	 	 	 	1st	Avenue	North	 	 	401	311 1st Avenue North 401	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410114	{5CB654C6-419E-448B-ACD7-A35DADED8050}
454	58318	304541	311	 	 	 	 	1st	Avenue	North	 	 	402	311 1st Avenue North 402	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410115	{53BE97AD-6968-4B50-9C0D-004D206A7426}
2255	279657	305425	311	 	 	 	 	1st	Avenue	North	 	 	403	311 1st Avenue North 403	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410116	{09C5D992-CF11-454A-AA11-4EED934CFC13}
1832	231072	361565	311	 	 	 	 	1st	Avenue	North	 	 	404	311 1st Avenue North 404	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410117	{4E26CD8B-8C94-4526-A299-3818F51F27C2}
2583	318643	311168	311	 	 	 	 	1st	Avenue	North	 	 	405	311 1st Avenue North 405	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410118	{A6C5EA55-F2ED-4977-8C49-34558CF08E4D}
3679	451114	307919	311	 	 	 	 	1st	Avenue	North	 	 	501	311 1st Avenue North 501	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410119	{037A31CC-9589-4D4E-A6F5-89597DE0E6CA}
1417	179275	299972	311	 	 	 	 	1st	Avenue	North	 	 	502	311 1st Avenue North 502	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410120	{708CE5C9-2BC3-4E55-9DFA-6208D9B52136}
2736	337733	303263	311	 	 	 	 	1st	Avenue	North	 	 	503	311 1st Avenue North 503	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410121	{18567EEB-2756-4BBD-AF31-6F36122EA65E}
359	45693	303698	311	 	 	 	 	1st	Avenue	North	 	 	504	311 1st Avenue North 504	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410122	{5D7FB860-CBD4-4AB7-BAD6-D553A85EC557}
1707	216444	302846	311	 	 	 	 	1st	Avenue	North	 	 	505	311 1st Avenue North 505	Minneapolis	55401	 	 	 	0	Centroid	-93.27166863	44.98151736	2202924410123	{99DC986F-B963-467C-A1B5-563D4E5CB811}
2372	294513	396360	317	 	 	 	 	1st	Avenue	North	 	 	 	317 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27172718	44.98138736	2202924410124	{CEEA09AA-94CD-4C95-94EE-6055664A1E17}
2100	259947	390449	322	 	 	 	 	1st	Avenue	North	 	 	 	322 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27243419	44.98178115	2202924410125	{1F883437-A16B-4D1D-812F-1D3C6A82ECA6}
301	38717	391892	300	 	 	 	 	1st	Avenue	North	 	 	 	300 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27214419	44.98218543	2202924410126	{592D434B-2728-45B1-A0A7-33D4D1F8846E}
737	95771	441093	121	 	 	 	 	Washington	Avenue	North	 	 	 	121 Washington Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27140434	44.98321743	2202924410141	{102CBBDC-0C63-47D3-840F-9AA76AFAE4A7}
2993	366522	441374	119	 	 	 	 	Washington	Avenue	North	 	 	 	119 Washington Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27131477	44.98315135	2202924410141	{08B75E6F-5B14-49DB-B40E-9FA7F41E1B83}
522	66843	294195	129	 	 	 	 	Washington	Avenue	North	 	 	 	129 Washington Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27155325	44.9833224	2202924410141	{F169FE36-0A0F-4E8F-B05C-712559CBEB15}
2626	323712	296868	127	 	 	 	 	Washington	Avenue	North	 	 	 	127 Washington Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27155325	44.98332387	2202924410141	{3C8E26CD-4F84-4563-B826-516A3F4DE888}
3924	477940	388831	125	 	 	 	 	Washington	Avenue	North	 	 	 	125 Washington Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27155013	44.98332241	2202924410141	{986910DF-670C-4EC4-B0BA-D2798657812D}
878	116123	62706	30	 	 	 	 	3rd	Street	South	 	 	 	30 3rd Street South	Minneapolis	55401	 	 	 	0	Centroid	-93.26967794	44.981307	2202924410142	{7650CA87-D878-49B3-BADF-3B5E2D785486}
613	77906	62037	21	 	 	 	 	Washington	Avenue	North	 	 	 	21 Washington Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.2701	44.9824	2202924410143	{04337437-A0D8-48F1-AE0E-F05D5E035C33}
539	69420	48606	250	 	 	 	 	Hennepin	Avenue	 	 	 	 	250 Hennepin Avenue	Minneapolis	55401	 	 	 	0	Centroid	-93.27	44.9819	2202924410144	{8534A47E-9486-456A-8E8D-3263F0E9B2D2}
295	37556	208297	20	 	 	 	 	3rd	Street	North	 	 	 	20 3rd Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.2706	44.9819	2202924410145	{15D69FCD-8C88-4BA0-9C8D-11F077C499D7}
195	25870	59030	426	 	 	 	 	1st	Avenue	North	 	 	 	426 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27372695	44.9809121	2202924420021	{6EBDDB4F-1581-42EF-8BD6-EFE199D1FD6F}
1258	161884	284105	430	 	 	 	 	1st	Avenue	North	 	 	 	430 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27372695	44.9809121	2202924420021	{4A4E52BA-285F-467E-9705-6B9BDA640865}
1322	168547	39793	424	 	 	 	 	1st	Avenue	North	 	 	 	424 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27372695	44.9809121	2202924420021	{6DE96AE4-A77B-4CEA-A336-F3FA2D47D0AE}
2214	274551	4724	422	 	 	 	 	1st	Avenue	North	 	 	 	422 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27372695	44.9809121	2202924420021	{EC96689F-582F-4214-9E7E-9FDB694258EB}
2363	293652	439056	418	 	 	 	 	1st	Avenue	North	 	 	 	418 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27372695	44.9809121	2202924420021	{77BB22D9-A873-438B-A764-C3D75DA7C00B}
3146	385219	392555	416	 	 	 	 	1st	Avenue	North	 	 	 	416 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27372695	44.9809121	2202924420021	{7F78E627-D8AA-431A-9435-2B598AB60E1D}
3264	399183	285242	428	 	 	 	 	1st	Avenue	North	 	 	 	428 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27372695	44.9809121	2202924420021	{50294DFF-1786-4066-A65A-F31618D307BB}
3827	468676	10844	420	 	 	 	 	1st	Avenue	North	 	 	 	420 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27372695	44.9809121	2202924420021	{BDC71493-6587-4DA7-BC7E-6DAE6DE12D7E}
3559	436778	292646	418	 	 	 	 	3rd	Avenue	North	 	 	 	418 3rd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27575688	44.98261083	2202924420043	{B238AD18-5714-4410-93DB-8E2870F22835}
672	86187	440033	414	 	 	 	 	3rd	Avenue	North	 	 	 	414 3rd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27566427	44.9826756	2202924420044	{1B513B04-1855-4544-9440-C0E2B547C2FD}
2984	365731	309319	416	 	 	 	 	3rd	Avenue	North	 	 	 	416 3rd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27566427	44.9826756	2202924420044	{205ECD97-A6FB-41E4-BE0B-8524B597377D}
3139	384458	392669	410	 	 	 	 	3rd	Avenue	North	 	 	 	410 3rd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27555204	44.98275498	2202924420045	{3BE7C6B9-ECB8-423E-9E20-82819AE7C972}
2111	261468	287828	404	 	 	 	 	3rd	Avenue	North	 	 	 	404 3rd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.2753577	44.98289244	2202924420046	{97EEB6DC-7F02-4910-A750-D918E26F7589}
2597	319794	311056	402	 	 	 	 	3rd	Avenue	North	 	 	 	402 3rd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.2753577	44.98289244	2202924420046	{3ED754BE-4129-47D3-9B4A-86A0528263B3}
2843	348804	415638	400	 	 	 	 	3rd	Avenue	North	 	 	 	400 3rd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.2753577	44.98289244	2202924420046	{F2BABD26-547E-43CA-A943-293E93905C00}
1062	137966	293506	323	 	 	 	 	2nd	Avenue	North	 	 	 	323 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27317306	44.98215285	2202924420052	{139FAC61-9F68-45A8-8A83-7C144D975D8C}
1968	245434	440034	321	 	 	 	 	2nd	Avenue	North	 	 	 	321 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27317306	44.98215285	2202924420052	{FA24DAAE-B863-4523-9A7F-6E0C468FEC57}
2015	251234	288886	327	 	 	 	 	2nd	Avenue	North	 	 	 	327 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27317306	44.98215285	2202924420052	{A8E27DAB-48AF-478E-8C61-BB084E9D2350}
3251	398106	284200	331	 	 	 	 	2nd	Avenue	North	 	 	 	331 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27317306	44.98215285	2202924420052	{9FB26AF7-7937-4C6D-8D75-F6CB69E740F7}
3252	398277	295278	325	 	 	 	 	2nd	Avenue	North	 	 	 	325 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27317306	44.98215285	2202924420052	{AD22ABBA-6D17-4813-945B-CE81E64FFB19}
3371	413282	325797	329	 	 	 	 	2nd	Avenue	North	 	 	 	329 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27317306	44.98215285	2202924420052	{B5A785DD-97DC-48B1-B1D0-328D11D8CAEC}
260	34281	287473	122	 	 	 	 	4th	Street	North	 	 	 	122 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27299153	44.98202543	2202924420054	{7080E641-B98B-41AC-A7EC-6DB5B9277408}
1137	146892	440763	118	 	 	 	 	4th	Street	North	 	 	 	118 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27299153	44.98202543	2202924420054	{EA50F3B9-1B66-45B5-954F-597F37F2FDCD}
2448	302690	298490	120	 	 	 	 	4th	Street	North	 	 	 	120 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27299153	44.98202543	2202924420054	{075601C6-5E2C-4A77-AB42-72C8B05B26BB}
3218	393370	441416	417	 	 	 	 	2nd	Avenue	North	 	 	 	417 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27418252	44.98143572	2202924420056	{0E1E2783-B4B0-495B-9E5A-A90B0A4342DB}
287	37230	6416	410	 	 	 	 	1st	Avenue	North	 	 	 	410 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27330491	44.98129849	2202924420059	{528B908D-95A8-4EF5-94C5-70AFB9393A5E}
699	91128	10650	408	 	 	 	 	1st	Avenue	North	 	 	 	408 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27330491	44.98129849	2202924420059	{CBDA552D-261E-40A6-8510-A03BA7044BA4}
1147	148158	5241	406	 	 	 	 	1st	Avenue	North	 	 	 	406 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27330491	44.98129849	2202924420059	{584BFCCF-9312-4B60-AAA9-018DBA79D802}
1451	183618	10378	402	 	 	 	 	1st	Avenue	North	 	 	 	402 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27330491	44.98129849	2202924420059	{B9649E6B-E40F-47DB-A9D8-5374B280B6E5}
1663	210483	18902	412	 	 	 	 	1st	Avenue	North	 	 	 	412 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27330491	44.98129849	2202924420059	{1EAA1202-F455-4240-8C49-E59586814D25}
3648	446541	33668	414	 	 	 	 	1st	Avenue	North	 	 	 	414 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27330491	44.98129849	2202924420059	{CADA454A-2461-41D6-906F-B0C0D3347E02}
3818	467292	34938	404	 	 	 	 	1st	Avenue	North	 	 	 	404 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27330491	44.98129849	2202924420059	{8CEC45B1-D5CB-4343-AADB-95FC3CF6C681}
3923	477933	399984	400	 	 	 	 	1st	Avenue	North	 	 	 	400 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27330491	44.98129849	2202924420059	{0B377813-740C-4801-8052-1AC1C6F03C82}
132	17000	440219	401	 	 	 	 	1st	Avenue	North	 	 	 	401 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27273435	44.9808971	2202924420075	{EFAFF23C-0E29-46D8-835D-007B94C1D34B}
2639	326282	402912	415	 	 	 	 	1st	Avenue	North	 	 	 	415 1st Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27306258	44.980663	2202924420076	{3F36F72E-176A-4834-BE2E-52812960998A}
726	93974	398277	119	 	 	 	 	4th	Street	North	 	 	 	119 4th Street North	Minneapolis	55401	 	 	 	0	Centroid	-93.27375334	44.98161793	2202924420079	{2F11E266-23AD-41EC-AA9F-9DF08034CEE4}
3248	397785	293549	411	 	 	 	 	2nd	Avenue	North	 	 	 	411 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27375334	44.98161793	2202924420079	{96ADADE6-C512-4731-BF8C-D96F5C4FE6A5}
3298	404183	391760	516	 	 	 	 	2nd	Avenue	North	 	 	 	516 2nd Avenue North	Minneapolis	55403	 	 	 	0	Centroid	-93.27571914	44.98123792	2202924420090	{8DD701E2-8DBE-40DD-9243-79A6936C0B55}
3060	375509	391899	117	 	 	 	 	5th	Street	North	 	 	 	117 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27482851	44.98055589	2202924420091	{D7E89FC2-A499-4C7F-909F-E2E1516B1BF1}
1603	202893	288541	306	 	 	 	 	5th	Street	North	 	 	 	306 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27613859	44.9824084	2202924420096	{0592FD6A-93BF-4739-842C-6A1C9C56EA3C}
2709	334568	293866	304	 	 	 	 	5th	Street	North	 	 	 	304 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27613859	44.9824084	2202924420096	{9D9327EA-5EC9-4253-9C0D-72796C2F6FF4}
2950	361216	293028	308	 	 	 	 	5th	Street	North	 	 	 	308 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27613859	44.9824084	2202924420096	{2FBD49CD-2AC5-4B65-8611-B7BE28F56DA9}
3223	393944	289360	310	 	 	 	 	5th	Street	North	 	 	 	310 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27613859	44.9824084	2202924420096	{5A3A095D-8067-4AEC-9A0A-7E1F0F595C66}
3751	459610	391546	300	 	 	 	 	5th	Street	North	 	 	 	300 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27613859	44.9824084	2202924420096	{9CB6CB6D-3FC3-47CD-9BD6-43F6EBD43A2C}
3886	474657	294222	302	 	 	 	 	5th	Street	North	 	 	 	302 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27613859	44.9824084	2202924420096	{F6A51109-BCAC-4C6A-9E1D-59D482E69F25}
2098	259924	392807	422	 	 	 	 	3rd	Avenue	North	 	 	 	422 3rd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27583971	44.98255823	2202924420097	{CEC6A51E-F173-4FF1-B0DA-AFF3DD076F6E}
1154	149337	149844	318	 	 	 	 	2nd	Avenue	North	 	 	 	318 2nd Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.2736959	44.98286689	2202924420099	{5021CA6A-EA44-4D87-B631-B15003341B67}
657	84050	228140	408	 	 	 	 	4th	Avenue	North	 	 	 	408 4th Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27669484	44.98331822	2202924420110	{ADC81842-2143-49FD-B3BF-131D1DDAD929}
2833	347343	239485	405	 	 	 	 	4th	Avenue	North	 	 	 	405 4th Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27639517	44.9831275	2202924420111	{21330D82-141B-40C0-A5B8-AE0BE68FB078}
3746	458898	224128	405	 	 	 	 	4th	Avenue	North	 	 	 	405 4th Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.2761479	44.98296657	2202924420112	{8ECEF188-D6EA-4675-9182-161CCA316DBF}
3188	390118	215775	405	 	 	 	 	4th	Avenue	North	 	 	 	405 4th Avenue North	Minneapolis	55401	 	 	 	0	Centroid	-93.27592661	44.98281841	2202924420113	{3ACC00B9-EA49-4542-8DAE-CE02D10ECD53}
409	51552	401966	110	 	 	 	 	5th	Street	North	 	 	 	110 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27409292	44.98116516	2202924420114	{B3037EB0-7C38-4E8A-97B3-99E04B2C1DDA}
1023	132850	439699	800	 	 	 	 	Hennepin	Avenue	 	 	 	 	800 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27644626	44.97729852	2202924430005	{9B6AEB2F-C3D2-4DB6-B9A4-BC18EA0BF2F2}
2527	312234	391855	19	 	 	 	 	8th	Street	North	 	 	 	19 8th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27695737	44.97749952	2202924430006	{0A7E3418-21C7-4822-B2BA-0AC7DDD5EBE5}
1174	152573	16991	12	 	 	 	 	5th	Street	North	 	 	 	12 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27278377	44.98014026	2202924430007	{44F0345F-27FF-4C8B-BD1E-1B0D5423AA4A}
3179	388958	8522	14	 	 	 	 	5th	Street	North	 	 	 	14 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27278377	44.98014026	2202924430007	{72EB18E8-F55E-467B-A8BC-494D24A61B72}
3353	410155	6943	8	 	 	 	 	5th	Street	North	 	 	 	8 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27278377	44.98014026	2202924430007	{69D18803-0F92-4DC0-8E95-FC67F250076E}
3504	429449	391932	10	 	 	 	 	5th	Street	North	 	 	 	10 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27278377	44.98014026	2202924430007	{DBBA0EDC-4528-4BA7-91C6-11C0A6D7CA1E}
3265	399210	441289	806	 	 	 	 	Hennepin	Avenue	 	 	 	 	806 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27685354	44.97723446	2202924430022	{7FEE422E-6554-44CF-AF68-2910E0765BDF}
557	72073	440434	524	 	 	 	 	Hennepin	Avenue	 	 	 	 	524 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27384119	44.9792229	2202924430024	{4D17806E-8C54-4CAC-8916-9FD3B706D6DA}
865	114369	285133	528	 	 	 	 	Hennepin	Avenue	 	 	 	 	528 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27384119	44.9792229	2202924430024	{5C32992B-62DF-4BC5-B9C2-9C17663E8F66}
1236	159722	298715	526	 	 	 	 	Hennepin	Avenue	 	 	 	 	526 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27384119	44.9792229	2202924430024	{04EDFAB3-6330-4393-ADC8-25CC3F90A5BC}
3039	371853	288378	530	 	 	 	 	Hennepin	Avenue	 	 	 	 	530 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27384119	44.9792229	2202924430024	{9F2B28B3-9F2D-465B-B5E0-051A1BFE86D4}
2396	296982	390481	16	 	 	 	 	6th	Street	North	 	 	 	16 6th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27400304	44.97950473	2202924430026	{27F88C13-D310-48AB-B9B0-E3EC4BDECAF3}
2453	303361	401685	18	 	 	 	 	6th	Street	North	 	 	 	18 6th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27410704	44.97953682	2202924430027	{4ABA9644-1955-4C70-A3A0-668D72876E87}
1144	147603	441474	20	 	 	 	 	6th	Street	North	 	 	 	20 6th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.2741867	44.97959366	2202924430028	{0AAC4469-04CB-4D15-99FC-25782200AED9}
3807	466081	392974	28	 	 	 	 	6th	Street	North	 	 	 	28 6th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27433605	44.97970397	2202924430029	{DD3FB009-D2A0-49EE-9810-90EFEFAB7026}
2758	339926	403066	111	 	 	 	 	5th	Street	North	 	 	 	111 5th Street North	Minneapolis	55403	 	 	 	0	Centroid	-93.27436906	44.98044602	2202924430032	{0975C744-DC60-4AAF-A340-E9C54D674927}
2987	366251	439880	701	 	 	 	 	1st	Avenue	North	 	 	 	701 1st Avenue North	Minneapolis	55403	 	 	 	0	Centroid	-93.27608236	44.97832306	2202924430059	{964E0066-F1D7-44EE-B643-1693117A692A}
2344	291522	295485	732	 	 	 	 	Hennepin	Avenue	 	 	 	 	732 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27611445	44.97754616	2202924430064	{4E5E50FC-1B4A-435C-8F3C-B3D793415181}
3928	478488	392112	730	 	 	 	 	Hennepin	Avenue	 	 	 	 	730 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27611445	44.97754616	2202924430064	{E1040ED9-6455-4109-9A93-177EC259D333}
924	122932	320084	733	 	 	 	 	Hennepin	Avenue	 	 	 	 	733 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27541222	44.97706585	2202924430081	{11347BA4-B3C2-4DFD-AB82-8015FDAF17EF}
3215	392987	392380	731	 	 	 	 	Hennepin	Avenue	 	 	 	 	731 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27541222	44.97706585	2202924430081	{869BB197-A9F7-4F01-9561-ED7B48FA2443}
1528	194270	298087	729	 	 	 	 	Hennepin	Avenue	 	 	 	 	729 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27530649	44.9771404	2202924430082	{C92B1C6D-3A94-43E0-B33B-A2AF20DD6284}
1611	203687	401776	727	 	 	 	 	Hennepin	Avenue	 	 	 	 	727 Hennepin Avenue	Minneapolis	55403	 	 	 	0	Centroid	-93.27530649	44.9771404	2202924430082	{E748FE63-A00F-4916-9A48-91C50897C4AB}
